Sentença	Id	Index	Granularidade	Documento
Isto é uma comédia de cinema?	19	13	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
Bem, é suposto que pertence a essa categoria ...	19	14	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
Mas na verdade não faz !	19	15	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
não há nada que possa ser remotamente associado à comédia no filme !	19	16	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia !	19	17	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
então todos devem enganar as fraudes !	19	18	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
ou esquecer a justiça !	19	19	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
Música de Bapi-Tutul e Dhruv Dhalla é OK ...	19	20	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
Nada muito a dizer sobre outros setores ...	19	21	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
Roteiro ruim destrói tudo ...	19	22	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...	19	23	0	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
18	19	-1	1	Muitas pessoas estão em pé na frente da casa n algumas mulheres estão chorando ... Homens de pé em grupos próximos e falando em tom abafado ... um casal de caras entrar e eles estão discutindo o quão sexy a filha pode parecer hoje .. em breve você vai saber que alguém na casa morreu ... A esposa morta está preocupada em preparar comida para tantas pessoas , a amiga sentada ao lado dela dá uma idéia de facilitar as coisas preparando simples roti sabji ... do filho de pessoas mortas está falando com alguém sobre o celular , Filha está ocupada com sua maquiagem ... sua mãe sugere que ela use kameej , mas a filha está mais interessada em parecer bem quando tantas pessoas estarão visitando sua casa e por isso prefere jeans e camiseta sobre salwar kameez ... outro filho pede que sua mãe termine todos os kriyas e também indica a ela que ele não deve vir cedo do escritório ... Então a câmera foca lentamente os mortos pessoa ... o pano branco cobrindo o rosto é d é ligeiramente deslocado devido ao vento , revelando o rosto ... Sua Anupam Kher ... de repente , o alarme toca e ele se levanta da cama ... É seu sonho ou um flashback ? U não vai ter uma resposta até o final do filme ... Bem , isso é comédia de wat é para o diretor Dibakar Banerjee ! Mais tarde , você descobre que esta cena não tem nada a ver com o filme real e , portanto , tornar tudo óbvio que o ainda descrito anteriormente era um sonho . Isto é uma comédia de cinema ? Bem , é suposto que pertence a essa categoria ... Mas na verdade não faz ! não há nada que possa ser remotamente associado à comédia no filme ! Mais sobre o diretor dá a mensagem de que ninguém vai conseguir justiça da polícia ! então todos devem enganar as fraudes ! ou esquecer a justiça ! Música de Bapi-Tutul e Dhruv Dhalla é OK ... Nada muito a dizer sobre outros setores ... Roteiro ruim destrói tudo ... nem mesmo o desempenho do Anupam Khers consegue fazer com que pelo menos um vasool paisa ...
A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão, o que quase arruína o casamento de David Nivens com Mitzi Gaynor.	20	0	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira.	20	1	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
Gaynor como atriz tem tanto alcance quanto um forno - ela liga, desliga.	20	2	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
"A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke, pré- ""Miracle Worker"", como filha de Nivens."	20	3	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
Ela é deliciosa;	20	4	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
"""Feliz Aniversário"""	20	5	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
não é.	20	6	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
a partir de	20	7	0	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
19	20	-1	1	"A família de Nova York é a última em seu bairro a conseguir um aparelho de televisão , o que quase arruína o casamento de David Nivens com Mitzi Gaynor . Comédia de quarto que raramente arrisca no bedroomand nada sexy acontece lá de qualquer maneira . Gaynor como atriz tem tanto alcance quanto um forno - ela liga , desliga . A única compensação dos filmes é uma performance de apoio da empolgada Patty Duke , pré- "" Miracle Worker "" , como filha de Nivens . Ela é deliciosa ; "" Feliz Aniversário "" não é . a partir de"
"A melhor coisa sobre ""The Prey"" é o slogan ..."	21	0	0	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
"""Não é humano e tem um machado""!"	21	1	0	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer!	21	2	0	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
Nenhum fã de slasher vai gostar desse lixo .....	21	3	0	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
"Assista ""Friday the 13th"" novamente e grave qualquer cópia deste filme que você encontrar!"	21	4	0	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
Também é considerado um dos 25 piores filmes já feitos!	21	5	0	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
20	21	-1	1	"A melhor coisa sobre "" The Prey "" é o slogan ... "" Não é humano e tem um machado "" ! O filme em si é um stinkaroo acolchoado ... intermináveis ​​fotos de insetos e vida selvagem fazem o espectador querer morrer ! Nenhum fã de slasher vai gostar desse lixo ..... Assista "" Friday the 13th "" novamente e grave qualquer cópia deste filme que você encontrar ! Também é considerado um dos 25 piores filmes já feitos !"
